filename	id	split	dataset
00268200_1154773614.jpg	8.0	test	trevi
01463106_364998731.jpg	39.0	test	trevi
01693870_2401033603.jpg	47.0	test	trevi
02261870_2425588340.jpg	64.0	test	trevi
02594994_6837889053.jpg	75.0	test	trevi
04035378_37834435.jpg	126.0	test	trevi
04042870_4370222468.jpg	127.0	test	trevi
04835147_6885569921.jpg	144.0	test	trevi
05246911_9305685489.jpg	153.0	test	trevi
06615712_9373573280.jpg	186.0	test	trevi
06835120_5360975202.jpg	191.0	test	trevi
07980881_7114135207.jpg	219.0	test	trevi
08920087_7701745678.jpg	236.0	test	trevi
09083714_5149263969.jpg	242.0	test	trevi
09137542_8645191612.jpg	245.0	test	trevi
10163152_154519424.jpg	282.0	test	trevi
11417920_1874616579.jpg	317.0	test	trevi
11526474_5757601341.jpg	320.0	test	trevi
11631235_8847251247.jpg	324.0	test	trevi
00234320_6263685886.jpg	6.0	train	trevi
00325388_2471426448.jpg	9.0	train	trevi
00358444_4165248133.jpg	10.0	train	trevi
00446387_2504417907.jpg	12.0	train	trevi
00535690_7218651846.jpg	14.0	train	trevi
00644051_242819650.jpg	16.0	train	trevi
00657038_9404825385.jpg	17.0	train	trevi
00657258_3467146847.jpg	18.0	train	trevi
00774559_2816002409.jpg	20.0	train	trevi
00805873_8528850093.jpg	21.0	train	trevi
00851798_4967549624.jpg	23.0	train	trevi
00896719_147282160.jpg		train	trevi
00930989_8201388916.jpg	25.0	train	trevi
01003007_4292626471.jpg	26.0	train	trevi
01005006_6303451772.jpg	27.0	train	trevi
01081603_5459971228.jpg	28.0	train	trevi
01130493_4297844813.jpg	29.0	train	trevi
01200302_9705898866.jpg	31.0	train	trevi
01241225_4293371290.jpg	33.0	train	trevi
01252909_11101157245.jpg	34.0	train	trevi
01256172_4641049993.jpg	35.0	train	trevi
01332066_284463202.jpg	36.0	train	trevi
01565986_1446948596.jpg	44.0	train	trevi
01738299_4136066675.jpg	48.0	train	trevi
01749788_3882056092.jpg	49.0	train	trevi
01763245_4725563330.jpg	50.0	train	trevi
01886041_3023230014.jpg	53.0	train	trevi
01942148_12586785904.jpg	55.0	train	trevi
01968831_6968685600.jpg	56.0	train	trevi
01981403_3710523135.jpg	57.0	train	trevi
02189076_3698189888.jpg	62.0	train	trevi
02290081_6100175330.jpg	65.0	train	trevi
02291562_2202820014.jpg	66.0	train	trevi
02305018_4000998904.jpg	67.0	train	trevi
02421523_7218653934.jpg	70.0	train	trevi
02581730_8151291160.jpg	74.0	train	trevi
02629076_19212485.jpg	77.0	train	trevi
02769025_128106334.jpg	82.0	train	trevi
02792743_495850714.jpg	84.0	train	trevi
02819679_3786023045.jpg	85.0	train	trevi
02904481_13883419663.jpg	87.0	train	trevi
02954006_9347382712.jpg	88.0	train	trevi
03063741_284462939.jpg	90.0	train	trevi
03079088_3051939612.jpg	91.0	train	trevi
03143884_5813885124.jpg	92.0	train	trevi
03159926_6097586082.jpg	94.0	train	trevi
03179094_2828341801.jpg	96.0	train	trevi
03229182_10076344926.jpg	98.0	train	trevi
03271940_7994033831.jpg	99.0	train	trevi
03286121_8264101866.jpg	100.0	train	trevi
03345834_3482558711.jpg	102.0	train	trevi
03411205_108198818.jpg	105.0	train	trevi
03422093_545561871.jpg	106.0	train	trevi
03423039_4680079285.jpg	107.0	train	trevi
03431990_4125595725.jpg	108.0	train	trevi
03630745_9847575213.jpg	112.0	train	trevi
03694648_2804543313.jpg	114.0	train	trevi
03700734_864880773.jpg	115.0	train	trevi
03801357_3078387778.jpg	120.0	train	trevi
03935921_2436472064.jpg	123.0	train	trevi
03947957_8726691258.jpg	124.0	train	trevi
03979751_4422691568.jpg	125.0	train	trevi
04118018_36614916.jpg	128.0	train	trevi
04177294_2158525863.jpg	129.0	train	trevi
04191463_3657719078.jpg	130.0	train	trevi
04304346_11949718535.jpg	134.0	train	trevi
04442100_5871186707.jpg	136.0	train	trevi
04548596_2509239912.jpg	138.0	train	trevi
04637131_9782417482.jpg	140.0	train	trevi
04739469_4127259198.jpg	142.0	train	trevi
04769980_54675603.jpg	143.0	train	trevi
05172599_6594573411.jpg	149.0	train	trevi
